FID,Permit_ID,Permit_Nam,Address,City,State,Zip,County,PrimaryWas,PrimaryOpe,PermitStat,PermitExpD,Status,Latitude,Longitude,counties_FID,counties_OBJECTID,counties_PERIMETER,counties_CO_ABBR,counties_ACRES,counties_Shape_Leng,counties_RO,counties_GlobalID,counties_SHAPE_Le_1,counties_SHAPE_Area
"211",10D-DEMO-,Kenneth McClain Landscaping,PO Box 10381,Southport,NC,"28461",Brunswick,CD,LF,InactiveClosed,,Closed,33.962887000000002,-78.042057000000000,"94",94.000000000000000,264296.781250000000000,BRUN,573643.125000000000000,867113.772115999949165,WIRO,{B0CE18F5-2B0F-41D2-ABBB-4F6A2802FB93},319453.376216716831550,24987879023.400001525878906
"212",10E-LCID-1993,Brunswick County  LCID Landfill,172 Landfill Road NE,Bolivia,NC,"28422",Brunswick,LCID,LF,Active,2015/09/16,Closed,34.044051000000003,-78.258381000000000,"94",94.000000000000000,264296.781250000000000,BRUN,573643.125000000000000,867113.772115999949165,WIRO,{B0CE18F5-2B0F-41D2-ABBB-4F6A2802FB93},319453.376216716831550,24987879023.400001525878906
"213",10xx-INDUS-,"North Carolina Resource Conservation, LLC",Mt Misery Road (S.R. 1426),Navassa,NC,"28451",Brunswick,Indus,LF,InactiveClosed,,Withdrawn,34.299484000000000,-78.085454999999996,"94",94.000000000000000,264296.781250000000000,BRUN,573643.125000000000000,867113.772115999949165,WIRO,{B0CE18F5-2B0F-41D2-ABBB-4F6A2802FB93},319453.376216716831550,24987879023.400001525878906
"214",1101-MSWLF-1979,Buncombe County Landfill,81 Panther Branch Road,Asheville,NC,"28701",Buncombe,MSW,LF,InactiveClosed,,Closed,35.659706000000000,-82.600286999999994,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"215",1102-INDUS-1980,BASF Corporation,U.S. Highway 19 & 23,Enka,NC,"28715",Buncombe,Indus,LF,InactiveClosed,,Closed,35.546830999999997,-82.645550999999998,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"216",1107-CDLF-1998,Buncombe County C&D Unit,85 Panther Branch Road,Alexander,NC,"28701",Buncombe,CD,LF,Active,2015/06/07,Open,35.724221000000000,-82.635451000000003,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"217",1107-MSWLF-1996,Buncombe County MSW Landfill,85 Panther Branch Road,Alexander,NC,"28701",Buncombe,MSW,LF,Active,2015/06/07,Open,35.726000999999997,-82.636550999999997,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"218",11A-LCID-,L T Parrott Demo Landfill,Hwy 191,Asheville,NC,"28806",Buncombe,LCID,LF,InactiveClosed,,Closed,35.546221000000003,-81.599761000000001,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"219",11B-DEMO-,Fairview Elementary School,U.S. Hwy 74,Fairview,NC,"28730",Buncombe,CD,LF,InactiveClosed,,Closed,35.516860999999999,-82.392634000000001,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"220",11D-DEMO-,Valley Springs School Demo,Long Shoals / Overlook,Asheville,NC,"28803",Buncombe,CD,LF,InactiveClosed,,Closed,35.482272999999999,-82.537165999999999,"51",51.000000000000000,238712.781250000000000,BUNC,422189.187500000000000,783176.809941999963485,ARO,{E8DF41AA-49D3-4EE2-AAAE-37AC73736F9C},293846.865625415171962,18390549247.500000000000000
"221",1201-MSWLF-,Burke County MSWLF (Kirksey Drive),Gravel Pir Road,Morganton,NC,"28655",Burke,MSW,LF,InactiveClosed,,Closed,35.767409000000001,-81.663405999999995,"46",46.000000000000000,191884.593750000000000,BURK,328395.875000000000000,629541.373316999990493,ARO,{E0CFE691-1D92-45D9-AAB2-8820E06EA8B1},236736.000506889744429,14304914579.000000000000000
"222",1202-MSWLF-,Burke County Landfill (East),Knob-Rhodiss / Airport-Rhodiss,Morganton,NC,"28612",Burke,MSW,LF,InactiveClosed,,Closed,35.763384000000002,-81.445830999999998,"46",46.000000000000000,191884.593750000000000,BURK,328395.875000000000000,629541.373316999990493,ARO,{E0CFE691-1D92-45D9-AAB2-8820E06EA8B1},236736.000506889744429,14304914579.000000000000000
"223",1203-CDLF-1998,Burke County CDLF,2500 Marsh Trail,Morganton,NC,"28655",Burke,CD,LF,InactivePermitted,2015/11/10,Open,35.782321000000003,-81.648550999999998,"46",46.000000000000000,191884.593750000000000,BURK,328395.875000000000000,629541.373316999990493,ARO,{E0CFE691-1D92-45D9-AAB2-8820E06EA8B1},236736.000506889744429,14304914579.000000000000000
"224",1203-CDLF-2014,Burke County Johns River Waste Management,2500 Marsh Trail,Morganton,NC,"28655",Burke,CD,LF,Active,,Open,35.782321000000003,-81.648550999999998,"46",46.000000000000000,191884.593750000000000,BURK,328395.875000000000000,629541.373316999990493,ARO,{E0CFE691-1D92-45D9-AAB2-8820E06EA8B1},236736.000506889744429,14304914579.000000000000000
"225",1203-MSWLF-1987,Burke County Landfill,Duckworth Street (S.R. 1505),Morganton,NC,"28655",Burke,MSW,LF,InactiveClosed,,Closed,35.781196999999999,-81.649068999999997,"46",46.000000000000000,191884.593750000000000,BURK,328395.875000000000000,629541.373316999990493,ARO,{E0CFE691-1D92-45D9-AAB2-8820E06EA8B1},236736.000506889744429,14304914579.000000000000000
"226",1301-CDLF-1995,BFI-Charlotte Motor Speedway,5105 Morehead Road,Concord,NC,"28027",Cabarrus,CD,LF,InactiveClosed,,Closed,35.348536000000003,-80.669331000000000,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"227",1301-MSWLF-1980,BFI-Charlotte Motor Speedway,U.S. Highway 29,Concord,NC,"28027",Cabarrus,MSW,LF,InactiveClosed,,Closed,35.354571000000000,-80.674738000000005,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"228",1302-CDLF-1998,Cabarrus County CDLF,4441 Irish Potato Road,Concord,NC,"28025",Cabarrus,CD,LF,InactiveClosed,2016/10/31,Open,35.470962999999998,-80.522395000000003,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"229",1302-CDLF-2006,Cabarrus County CDLF,4441 Irish Potato Road,Concord,NC,"28025",Cabarrus,CD,LF,Active,2016/10/31,Open,35.470962999999998,-80.522395000000003,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"230",1302-LCID-1994,Cabarrus County Landfill LCID,Irish Potato Road (S.R. 2411),Concord,NC,"28025",Cabarrus,LCID,LF,InactiveClosed,,Closed,35.474553000000000,-80.517245000000003,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"231",1302-MSWLF-,Cabarrus County Landfill Units 2 & 3,4441 Irish Potato Road,Concord,NC,"28025",Cabarrus,MSW,LF,InactiveClosed,,Closed,35.472042999999999,-80.524854000000005,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"232",1302-MSWLF-1974,Cabarrus County Landfill,Irish Potato Road (S.R. 2411),Concord,NC,"28025",Cabarrus,MSW,LF,InactiveClosed,,Closed,35.474553000000000,-80.517245000000003,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"233",1304-MSWLF-1992,BFI-Charlotte Mtr Speedway Landfill V,5105 Morehead Road,Concord,NC,"28027",Cabarrus,MSW,LF,Active,2018/02/08,Open,35.351278999999998,-80.663608999999994,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"234",1306-CDLF-2000,Highway 49 C&D Landfill And Recycling Greenway Waste,2105 Speedrail Court,Concord,NC,"28025",Cabarrus,CD,LF,Active,2016/07/01,Open,35.337806999999998,-80.609346000000002,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"235",13A-DEMO-,Manual Kiser Demo Site,U.S. Hwy 29,Concord,NC,"28027",Cabarrus,CD,LF,InactiveClosed,,Closed,35.398789000000001,-80.613022999999998,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"236",13B-DEMO-,Joe B Plott,U.S. Hwy 601 S.,Concord,NC,"28025",Cabarrus,CD,LF,InactiveClosed,,Closed,35.347954000000001,-80.532926000000003,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"237",13C-DEMO-,Fieldcrest Cannon Inc,Loop Road,Kannapolis,NC,"28081",Cabarrus,CD,LF,InactiveClosed,,Closed,35.504707000000003,-80.622608999999997,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"238",13D-LCID-1997,Charlotte Motor Speedway IV LCID,Morehead Road,Concord,NC,"28075",Cabarrus,LCID,LF,InactiveClosed,,Closed,35.351401000000003,-80.675903000000005,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"239",13E-LCID-,Tarheel Organic Reprocessing Facility,8829 Rocky River Road,Harrisburg,NC,"28075",Cabarrus,LCID,LF,InactiveClosed,,Closed,35.293827000000000,-80.638534000000007,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"240",13F-LCID-,Cabarrus LCID Landfill,5001 Morehead Road,Concord,NC,"28027",Cabarrus,LCID,LF,InactiveClosed,2014/10/28,Open,35.345953999999999,-80.682781000000006,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"241",13F-LCID-2013,Morehead LCID Landfill,5001 Morehead Road,Concord,NC,"28027",Cabarrus,LCID,LF,Active,2014/12/28,Open,35.345953999999999,-80.682781000000006,"99",99.000000000000000,133645.343750000000000,CABA,233367.062500000000000,438468.114614000020083,MRO,{E9C26BAB-510F-4B2B-8DA3-1DC7273999E0},164101.209806138969725,10165462414.899999618530273
"242",1401-MSWLF-1975,Caldwell County Landfill,S.R. 1160,Hudson,NC,"28645",Caldwell,MSW,LF,InactiveClosed,,Closed,35.882361000000003,-81.463121000000001,"38",38.000000000000000,164491.828125000000000,CALD,303783.187500000000000,539670.255657000001520,ARO,{675D8676-6734-4F42-BE28-92D63D1FAB0D},203403.091313544573495,13232786405.299999237060547
"243",1403-MSWLF-1998,Foothills Environmental Landfill,2800 Cheraw Road,Lenoir,NC,"28645",Caldwell,MSW,LF,Active,2013/12/23,Open,35.916001000000001,-81.598590999999999,"38",38.000000000000000,164491.828125000000000,CALD,303783.187500000000000,539670.255657000001520,ARO,{675D8676-6734-4F42-BE28-92D63D1FAB0D},203403.091313544573495,13232786405.299999237060547
"244",1602-MSWLF-1983,Carteret County Landfill,Hibbs Road (S.R. 1141),Newport,NC,"28570",Carteret,MSW,LF,InactiveClosed,,Closed,34.762531000000003,-76.889140999999995,"81",81.000000000000000,314409.031250000000000,CART,665408.812500000000000,1031523.579829999944195,WIRO,{1FFF240D-CBD8-49ED-AE53-B39A50736A81},383432.589990247273818,28985190684.799999237060547
"245",1605-LCID-,W.A. Page ACB Site,308 VFW Road,Swansboro,NC,"28584",Carteret,LCID,LF,InactiveClosed,,Closed,34.702793000000000,-77.083900999999997,"81",81.000000000000000,314409.031250000000000,CART,665408.812500000000000,1031523.579829999944195,WIRO,{1FFF240D-CBD8-49ED-AE53-B39A50736A81},383432.589990247273818,28985190684.799999237060547
"246",16A-DEMO-,US Marine Corp Bogue Field Dem,Hwy 24 Bogue,Newport,NC,"28570",Carteret,CD,LF,InactiveClosed,,Closed,34.687252999999998,-77.028836999999996,"81",81.000000000000000,314409.031250000000000,CART,665408.812500000000000,1031523.579829999944195,WIRO,{1FFF240D-CBD8-49ED-AE53-B39A50736A81},383432.589990247273818,28985190684.799999237060547
"247",16B-DEMO-,Jerry Lawrence Contractors Inc,Fire Tower Road (S.R. 1325),Beaufort,NC,"28516",Carteret,CD,LF,InactiveClosed,,Closed,34.794885999999998,-76.557471000000007,"81",81.000000000000000,314409.031250000000000,CART,665408.812500000000000,1031523.579829999944195,WIRO,{1FFF240D-CBD8-49ED-AE53-B39A50736A81},383432.589990247273818,28985190684.799999237060547
"248",1701-MSWLF-1985,Caswell County Landfill,162 Landfill Road,Yanceyville,NC,"27312",Caswell,MSW,LF,InactiveClosed,,Closed,36.439079999999997,-79.369479999999996,"19",19.000000000000000,133013.500000000000000,CASW,274504.812500000000000,436395.133081000007223,WSRO,{F4EF68ED-509E-42C5-8D90-AF6986FF2852},165389.510805056925165,11957421743.299999237060547
"249",1801-MSWLF-1973,Catawba County Landfill,Bethany Church Road (S.R. 1804),Newton,NC,"28658",Catawba,MSW,LF,InactiveClosed,,Closed,35.652144999999997,-81.163735000000003,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"250",1803-CDLF-,Blackburn Resource Recovery Facility,3993 Rocky Ford Road,Newton,NC,"28658",Catawba,CD,LF,Active,2019/05/08,Open,35.603341000000000,-81.309171000000006,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"251",1803-MSWLF-1981,Blackburn Resource Recovery Facility,4017 Rockyford Road,Newton,NC,"28658",Catawba,MSW,LF,InactiveClosed,,Closed,35.599259000000004,-81.305411000000007,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"252",1803-MSWLF-1997,Blackburn Resource Recovery Facility,3993 Rocky Ford Road,Newton,NC,"28658",Catawba,MSW,LF,Active,2014/05/08,Open,35.603195999999997,-81.309161000000003,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"253",1804-INDUS-1983,Duke Power/Marshall Steam Plt,8320 East NC Highway 150,Terrell,NC,"28682",Catawba,Indus,LF,InactiveClosed,,Open,35.616971999999997,-80.969116000000000,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"254",1809-INDUS-,Duke Power/Marshall Steam Plt FGD,8320 East NC Highway 150,Terrell,NC,"28682",Catawba,Indus,LF,Active,2016/11/21,Open,35.600701000000001,-80.966801000000004,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"255",1811-LCID-2008,"Newton, City of LCID",1171 Boston Road,Newton,NC,"28658",Catawba,LCID,LF,InactiveClosed,2013/09/04,Open,35.653376000000002,-81.248136000000002,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"256",1812-INDUS-2008,Duke Energy Marshall Steam Station,8320 East NC Hwy 150,Terrell,NC,"28682",Catawba,Indus,LF,Active,2016/03/07,Open,35.590000000000003,-80.959999999999994,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"257",18A-DEMO-,Bill Head/Comm/Scope,"Route 1, RPR 1004",Catawba,NC,"28609",Catawba,CD,LF,InactiveClosed,,Closed,35.696480999999999,-81.065571000000006,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"258",18B-LCID-,Newton LCID Site,1171 Boston Road,Newton,NC,"28658",Catawba,LCID,LF,InactiveClosed,,Open,35.653376000000002,-81.248136000000002,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"259",18D-DEMO-,Huffman Grading Inc,29th Av Drive NW (S.R. 1318),Catawba,NC,"28601",Catawba,CD,LF,InactiveClosed,,Closed,35.781356000000002,-81.347661000000002,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"260",18E-DEMO-,Huffman Grading,34th Street N.E.,Hickory,NC,"28601",Catawba,CD,LF,InactiveClosed,,Closed,35.752867999999999,-81.288925000000006,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"261",18F-DEMO-,Bracewell Furniture Demo Site,Old U.S. Hwy 70,Conover,NC,"28613",Catawba,CD,LF,InactiveClosed,,Closed,35.719999000000001,-81.233744999999999,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"262",18G-DEMO-,Travis Demolition Landfill,Raymonds Drive (S.R. 1829),Catawba,NC,"28609",Catawba,CD,LF,InactiveClosed,,Closed,35.695492000000002,-81.047453000000004,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"263",18H-LCID-1989,Blackburn Resource Recovery Facility,Rocky Ford Road (S.R. 2019),Newton,NC,"28658",Catawba,LCID,LF,InactiveClosed,,Closed,35.610742999999999,-81.303657999999999,"53",53.000000000000000,149383.906250000000000,CATA,264833.718750000000000,490103.714375999988988,MRO,{41D700C3-A62F-4069-9F08-9E636E7EE31D},183949.820369644905441,11536148499.600000381469727
"264",1901-MSWLF-1979,Chatham County Landfill,County Services Road,Pittsboro,NC,"27312",Chatham,MSW,LF,InactiveClosed,,Closed,35.744300000000003,-79.262659999999997,"49",49.000000000000000,223043.875000000000000,CHAT,453690.218750000000000,731769.814848999958485,RRO,{FAF8F74D-973B-44F9-A126-D19513845BEA},274870.074203153199051,19762733485.900001525878906
"265",1902-DEMO-1985,Neste Resins Corporation,Corinth Road (S.R. 1916),Moncure,NC,"27559",Chatham,CD,LF,InactiveClosed,,Closed,35.600406000000000,-79.048784999999995,"49",49.000000000000000,223043.875000000000000,CHAT,453690.218750000000000,731769.814848999958485,RRO,{FAF8F74D-973B-44F9-A126-D19513845BEA},274870.074203153199051,19762733485.900001525878906
